id,date,user,pc,activity
{Q8T5-E6FC05ER-0960VBLQ},2011-05-01 13:56:29,ZRM0694,PC-9508,Logon
{V4Q4-L8BA78JQ-9404LNVH},2011-05-01 13:57:03,VCF3273,PC-5191,Logon
{Q8F9-H2GO76GC-5020AIGZ},2011-05-01 14:00:28,RWS3699,PC-9819,Logon
{X7Z4-H7RG28UK-2782LNXW},2011-05-01 14:03:00,GKL0006,PC-1394,Logon
{Y4C3-X5YO82JS-3819QTKI},2011-05-01 14:04:25,FHA3387,PC-7770,Logon
{T1V2-F2WI02XW-2316DWMH},2011-05-01 14:04:44,XBW2502,PC-1337,Logon
{G2R5-R2NL96KS-2769FZLF},2011-05-01 14:04:52,ZRM0694,PC-9508,Logoff
{A3X1-E2HV90SL-1659WANL},2011-05-01 14:07:22,JIR2594,PC-1709,Logon
{N8B7-R5IG46YX-3803QQBK},2011-05-01 14:11:32,EDJ1970,PC-1301,Logon
{E8D8-Q6ZI08BM-0606UHDD},2011-05-01 14:14:13,XBW2502,PC-1337,Logoff
{Z5M7-V7EQ77AJ-2400RUJU},2011-05-01 14:15:00,HLO2756,PC-9822,Logoff
{I2R3-N1IF42JT-1505PZEI},2011-05-01 14:16:16,BKF1545,PC-6160,Logon
{O8Y3-H2XA48MF-8024HTRQ},2011-05-01 14:17:19,KPB1123,PC-5004,Logon
{V0Z9-B8MR75IO-1441PLAD},2011-05-01 14:18:34,KPB1123,PC-5004,Logoff
{Y2U9-M7FW69ZC-1311TCLS},2011-05-01 14:26:00,ABM3203,PC-8311,Logoff
{P3N6-P2CX03GC-2407VRHM},2011-05-01 14:26:00,BMN3207,PC-9138,Logoff
{K0W6-Y9NS83TW-2208FLVI},2011-05-01 14:29:00,JKC2754,PC-3138,Logoff
{J5H6-A0BR04HU-1215YIBL},2011-05-01 14:29:08,RTS2009,PC-4172,Logoff
{J8V6-U5UO55HR-0275EALA},2011-05-01 14:30:00,CHU3211,PC-5189,Logoff
{M0C1-A3VL34OD-9708OLDE},2011-05-01 14:57:10,BKF1545,PC-6160,Logoff
{Q6F9-Z4NT20WW-8635XGLC},2011-05-01 14:57:27,GKL0006,PC-1394,Logoff
{E2E9-A6QA44FL-2470HJGU},2011-05-01 14:58:00,AKB2312,PC-0937,Logoff
{D7H3-Z7DP70LU-1436UMRW},2011-05-01 14:58:50,MMS0241,PC-2800,Logon
{Z8E6-G2RW88NL-8405RLRB},2011-05-01 15:00:00,TJS3067,PC-5461,Logoff
{L4I3-Q5NC69UO-8271OPUW},2011-05-01 15:01:00,KCR2291,PC-1603,Logoff
{G0B9-Z5KT00OR-6991JXOA},2011-05-01 15:02:00,JET2299,PC-8010,Logoff
{Q4Y7-Y3CF59RF-3902KPAG},2011-05-01 15:02:00,SRR2711,PC-6931,Logoff
{U8N9-H4ZD15GI-2964RIVE},2011-05-01 15:13:00,MJA2380,PC-2940,Logoff
{N8J2-C9WP65CF-1790SKNI},2011-05-01 15:15:00,AFP2709,PC-3154,Logoff
{A0R7-V2QT57NO-1521ZWMW},2011-05-01 15:19:00,CGW0692,PC-6774,Logoff
{P1C8-Y6LR80UG-6630NXJD},2011-05-01 15:19:12,BOR2387,PC-6701,Logon
{S8D0-Z5BS53JB-8191ONIE},2011-05-01 15:25:00,ARK3198,PC-9151,Logoff
{Z4T7-W6WK81TC-3916VMXE},2011-05-01 15:25:00,ZRM0694,PC-6816,Logoff
{D1C3-M8ST14NR-2335DWHG},2011-05-01 15:26:00,DRB0202,PC-0568,Logoff
{H2Z1-K1IP90GR-4367RHEV},2011-05-01 15:27:00,TWM2199,PC-9826,Logoff
{I5M4-S3ZU16SX-2900UJYR},2011-05-01 15:32:00,DAR0709,PC-4052,Logoff
{I2P9-O0QN33BO-6020MZWP},2011-05-01 15:33:00,KAS2029,PC-6729,Logoff
{Q4G0-L8MU04IV-6371TLLN},2011-05-01 15:37:00,DMH0011,PC-3875,Logoff
{X5T4-R3EW28QL-8434JWFT},2011-05-01 15:42:00,LLT0291,PC-1250,Logoff
{I3P2-N1KM69JK-3301CLON},2011-05-01 15:43:00,EJP2975,PC-9179,Logoff
{N9R7-W0EG31VH-7285YIWL},2011-05-01 15:45:00,JOC3621,PC-0329,Logoff
{S8N9-C8KW67XD-7912QZIB},2011-05-01 15:48:51,JKC2754,PC-3138,Logon
{U4C1-U0CL36DJ-6013YCOP},2011-05-01 15:50:00,IRS1337,PC-1290,Logoff
{X9R2-Z8IM58PF-5719VJIO},2011-05-01 15:50:00,ISB0256,PC-3808,Logoff
{Y4N6-Y2FO09XG-9001NCIS},2011-05-01 15:51:00,KJS1940,PC-3182,Logoff
{H4N0-V9PS87QC-4460RWJK},2011-05-01 15:52:00,CCT2165,PC-2738,Logoff
{H7R4-S4VL49YI-6377WXQE},2011-05-01 15:53:00,SER0621,PC-5436,Logoff
{C6V6-P9CV43LV-6049JBVY},2011-05-01 15:54:00,MAW0532,PC-4652,Logoff
{Z2B0-F4PN80PB-3930JEMX},2011-05-01 15:56:00,QBL1386,PC-2737,Logoff
{R6S0-A1ID04DH-0529UWTY},2011-05-01 15:56:00,TKS3035,PC-3025,Logoff
{J2R0-U1TC21BK-5540TNOD},2011-05-01 15:56:59,BOR2387,PC-6701,Logoff
{E2M7-B0PG65HX-5311MTUP},2011-05-01 15:57:00,KSO2224,PC-6807,Logoff
{C4K9-F0RH51YX-3024YKQZ},2011-05-01 15:58:00,GKL0006,PC-3525,Logoff
{G3O8-A3PL11OE-3250RGGU},2011-05-01 15:59:00,DCM3596,PC-0355,Logoff
{E8F6-H0DO47TB-7017BNUH},2011-05-01 16:00:00,CHC0252,PC-8009,Logoff
{X5D4-A8SO83PH-5681EMEN},2011-05-01 16:01:00,CAR2244,PC-0194,Logoff
{S7P0-R0MO69EK-8806IRTJ},2011-05-01 16:01:00,HMR0098,PC-3930,Logoff
{W1B7-G0ZR29SL-1911PJDD},2011-05-01 16:02:00,ZDC2523,PC-2312,Logoff
{U9Z6-K3EA19KU-8350SLFS},2011-05-01 16:04:57,LXS0332,PC-9918,Logon
{O4Z6-C0GE23PZ-8011APVO},2011-05-01 16:05:00,MLW2240,PC-1960,Logoff
{R5Y4-B4KO77GW-1008MLAX},2011-05-01 16:07:00,CFL0156,PC-8841,Logoff
{U6Y1-S4FB44WD-3278KLTX},2011-05-01 16:07:00,DJS1127,PC-6321,Logoff
{N0P7-G0KX85GK-6566CYTZ},2011-05-01 16:08:00,MBH0527,PC-9620,Logoff
{O5S9-E1UB92UF-2081ILOM},2011-05-01 16:09:43,ONR3291,PC-4460,Logon
{N7S2-L5FZ75AK-9762TBCX},2011-05-01 16:10:00,CMD0613,PC-8839,Logoff
{A5X2-M4EU89ZQ-2554UVRE},2011-05-01 16:10:00,UCW2995,PC-7862,Logoff
{V1G7-K9LW49MU-5569HWDL},2011-05-01 16:12:00,AJS3021,PC-4517,Logoff
{X9L8-K9EV65CJ-5091SQSW},2011-05-01 16:12:00,IBP1616,PC-8035,Logoff
{Y4E0-J2GB84AT-7507KVBL},2011-05-01 16:14:00,WBH1861,PC-8987,Logoff
{S1I0-W7JN77RP-6378WUTJ},2011-05-01 16:15:00,RPB0029,PC-1502,Logoff
{X4K6-J4PK51PL-9032TYNM},2011-05-01 16:18:00,HMY0235,PC-7084,Logoff
{N8R6-J6JE46IH-9316EHFY},2011-05-01 16:22:00,JKG0944,PC-2688,Logoff
{L5G5-R3ON11YV-3416BACT},2011-05-01 16:22:00,RCH2447,PC-0226,Logoff
{Q0J6-F0FG66XR-0944ISPB},2011-05-01 16:22:00,WRF3534,PC-7714,Logoff
{T7K9-T8AW88MF-4737FEVU},2011-05-01 16:23:00,JJS2973,PC-4665,Logoff
{P5Z5-F4MY71QX-1643JBDI},2011-05-01 16:24:00,SKE3262,PC-7089,Logoff
{A2P8-H0CU68AX-2916SLSD},2011-05-01 16:30:00,MBN3610,PC-8169,Logoff
{M7U8-C1JB20QD-1726ZUAG},2011-05-01 16:32:08,ONR3291,PC-4460,Logoff
{M9G2-K6PK69IL-7237UBHL},2011-05-01 16:35:00,ATT1191,PC-2057,Logoff
{O3K9-C6GG31JF-7123SHWW},2011-05-01 16:35:00,YNW2855,PC-0624,Logoff
{N1B0-Q5HF27QE-2945BXUO},2011-05-01 16:45:00,RWS3699,PC-9819,Logoff
{U4J5-U8CX34WQ-1071OTXZ},2011-05-01 16:48:00,GES2626,PC-8285,Logoff
{H5K9-G4VR94HQ-4678AWSP},2011-05-01 16:50:28,LXS0332,PC-9918,Logoff
{I9N2-W6FZ90LG-0771YUSB},2011-05-01 16:52:00,BEH0103,PC-6970,Logoff
{O6S8-T2EP50HQ-4705WFZN},2011-05-01 16:55:00,DRF1498,PC-9560,Logoff
{O5V2-T9OG37SF-9178TVRI},2011-05-01 16:55:00,PEV3955,PC-4993,Logoff
{E3U9-W8GY68RA-3202ZSZK},2011-05-01 16:56:00,TJD0106,PC-6916,Logoff
{A8H1-A1GR67ZJ-2448KXDP},2011-05-01 16:57:00,LXS0332,PC-4458,Logoff
{B9N4-E8ZK47MR-8216YPKD},2011-05-01 16:57:00,NHK2846,PC-7578,Logoff
{O8O8-S3GP13KY-4372ZMIK},2011-05-01 16:58:00,HMM2628,PC-4056,Logoff
{W6X8-V2FB36NB-8163UCIK},2011-05-01 16:58:00,THF2879,PC-2467,Logoff
{T1P5-V5AO66DN-9708SYZG},2011-05-01 16:59:00,ISJ1479,PC-0043,Logoff
{I5U9-P0OA28KV-9338FCTT},2011-05-01 17:04:00,MCK0435,PC-0678,Logoff
{V8T9-I7LG79AZ-6911VMOR},2011-05-01 17:05:14,CPC0724,PC-0492,Logon
{Q2Z4-B8YH51PU-9390MAFO},2011-05-01 17:08:00,NNM2862,PC-2840,Logoff
{X5N0-Z8MT23HT-1699MZYH},2011-05-01 17:09:00,ENS1748,PC-5920,Logoff
{V3G0-Z7JE94CM-8826LKVX},2011-05-01 17:10:00,OCH2853,PC-2512,Logoff
{X4M8-Z6MX15SU-3218HPQJ},2011-05-01 17:10:00,RHO0678,PC-9728,Logoff
{E4H0-V1AL27IC-9739HYDT},2011-05-01 17:11:00,LWB2851,PC-5558,Logoff
{G5R9-G8XI42UB-5801EUHD},2011-05-01 17:11:00,MPH0153,PC-8227,Logoff
{J5Z3-G0HQ65FZ-2739BKTG},2011-05-01 17:14:00,CDC3413,PC-1539,Logoff
{P3P5-D2GN38BO-3021PEDE},2011-05-01 17:16:00,BKF1545,PC-9378,Logoff
{E5Q2-X0DY72HD-7321GTDK},2011-05-01 17:17:00,TKM1539,PC-3295,Logoff
{B2J1-P3NA33ZQ-6111VXBL},2011-05-01 17:21:00,RTS2009,PC-7059,Logoff
{K1T4-Q0DI08MU-3785ISCU},2011-05-01 17:24:00,CJH2330,PC-1768,Logoff
{B4X5-B6FP46QX-7500UKUN},2011-05-01 17:25:00,JJH1389,PC-3684,Logoff
{U9T1-Z6YP97MO-1753KVKV},2011-05-01 17:27:00,NRK3448,PC-5787,Logoff
{H5Y4-E4GI31ZE-9654SYKL},2011-05-01 17:27:00,WRW2331,PC-9106,Logoff
{U5A6-N3MC89XH-6400WZJB},2011-05-01 17:28:00,CRC0348,PC-9798,Logoff
{R7Y8-Z1OB18OL-9093NSTI},2011-05-01 17:29:00,ABD3426,PC-8657,Logoff
{B0Z5-N4UV58UF-5162YGWE},2011-05-01 17:29:00,WBB2321,PC-3292,Logoff
{Q2K1-V1ZY44XH-9266KUJD},2011-05-01 17:30:00,NBT3447,PC-0882,Logoff
{W7K9-G2PR86NS-5474JSPD},2011-05-01 17:30:00,PJC1252,PC-7983,Logoff
{I1B1-U9JG67CQ-9407BEAR},2011-05-01 17:34:00,LAF2213,PC-3090,Logoff
{A9O5-J8ZS65QD-2883JTIL},2011-05-01 17:38:00,KPS3882,PC-9504,Logoff
{H5S3-M4MT14XK-1942CSRS},2011-05-01 17:41:00,SKS0339,PC-3290,Logoff
{L3W0-C3LT97QH-3813MOQE},2011-05-01 17:42:00,AMA2808,PC-3872,Logoff
{Y2O2-L9AK46SY-3405BXRD},2011-05-01 17:43:00,TAM3048,PC-9889,Logoff
{X8U9-U3FF27NK-0484SAGK},2011-05-01 17:44:00,CBA1023,PC-1570,Logoff
{I3Z9-E9AI08PC-3608RPOW},2011-05-01 17:44:11,ZDC2523,PC-2312,Logon
{H3K2-R1QV39QF-9919MQNY},2011-05-01 17:45:00,CJM0273,PC-3471,Logoff
{V9K5-M5JQ66QZ-8128ALFU},2011-05-01 17:45:22,CPC0724,PC-0492,Logoff
{E0T5-T2PD60AC-1711QZDB},2011-05-01 17:47:00,HDB1666,PC-6793,Logoff
{P4L0-J4RS55UT-6581ITFO},2011-05-01 17:50:00,AYD2775,PC-3839,Logoff
{U6I4-I8RD96JN-9022XEZA},2011-05-01 17:51:00,LSN1672,PC-9021,Logoff
{N1K9-P5QU78ZB-2751EIVG},2011-05-01 17:54:00,ARW0818,PC-0676,Logoff
{D7C6-K0II75TI-6135ARZY},2011-05-01 17:55:00,RAA1455,PC-7117,Logoff
{V6B5-F5TG80ZO-0861SELT},2011-05-01 17:56:00,ROR3483,PC-4365,Logoff
{E3C4-J7SV11AK-1210MTFR},2011-05-01 17:56:00,YKW3832,PC-2158,Logoff
{V8S2-K9YB51MC-4462LSFX},2011-05-01 17:57:00,SDH2394,PC-5849,Logoff
{Z5M2-L1CX58CR-7098OFUG},2011-05-01 17:57:00,SOB0089,PC-6172,Logoff
{Y2Q6-P3VO37AV-4376FEXI},2011-05-01 17:59:00,CMM0764,PC-9724,Logoff
{B6A1-B8RO05VZ-4370WVMM},2011-05-01 17:59:00,JLC0216,PC-3253,Logoff
{D0D3-F0MG00YU-1956GZPQ},2011-05-01 18:00:00,IKC1205,PC-8568,Logoff
{U3R9-B7CJ25ON-9713RGVI},2011-05-01 18:00:19,JIR2594,PC-9352,Logon
{J8T9-A1LB51MS-4785GDTZ},2011-05-01 18:01:00,TGH3351,PC-0681,Logoff
{A9K1-J2RC87OR-9302ZALS},2011-05-01 18:02:00,LDB3304,PC-4961,Logoff
{H2U9-T1LR03CV-2223FGZZ},2011-05-01 18:03:00,JAY3851,PC-8807,Logoff
{N0O2-S3CL79BW-9980AIZV},2011-05-01 18:06:00,BDR0510,PC-1197,Logoff
{P6D7-W9GT58WG-5212ENZH},2011-05-01 18:07:00,MMS0241,PC-2800,Logoff
{N2N6-C8NB81OW-6307LPLF},2011-05-01 18:08:00,JDM1042,PC-1105,Logoff
{E5Q5-J0FD46II-4192AMES},2011-05-01 18:09:00,YCL0824,PC-6421,Logoff
{X6S5-V2ME70LH-2870LCZK},2011-05-01 18:11:00,ACH1910,PC-0328,Logoff
{F4M2-S6ZV86HL-1689EBJM},2011-05-01 18:11:00,NBR3731,PC-7532,Logoff
{M8E2-V8SF59UB-1778DSPH},2011-05-01 18:15:00,IPK2575,PC-0615,Logoff
{A4P8-I1JF28XW-9932AXMN},2011-05-01 18:15:29,JIR2594,PC-9352,Logoff
{U4S6-R1TC10OR-4026NSFM},2011-05-01 18:19:00,AKH0454,PC-2966,Logoff
{Y8U1-V4AQ93ZP-3502TGQX},2011-05-01 18:20:00,APB3823,PC-4062,Logoff
{M2B4-K6MQ20PK-5859WHLR},2011-05-01 18:21:00,MMR1695,PC-8796,Logoff
{S0O7-R4LG16ZK-7315BFTY},2011-05-01 18:24:00,SRS0129,PC-7008,Logoff
{R1J0-B3JM52JS-2855FMQB},2011-05-01 18:26:00,BMC3636,PC-5581,Logoff
{G9J5-W2ZE97SY-4630KYYJ},2011-05-01 18:26:00,BWJ0136,PC-4366,Logoff
{Z7O9-R4PQ68QX-9988FITE},2011-05-01 18:26:00,ZAR0404,PC-7841,Logoff
{W6Z1-S1OF38ES-4275XWHT},2011-05-01 18:28:00,DAE1437,PC-7342,Logoff
{K0H0-Q9RG94IS-9633KXSP},2011-05-01 18:29:00,HHF1995,PC-4472,Logoff
{K8D2-G7VF55NE-8766KPRN},2011-05-01 18:29:00,SAR2066,PC-0983,Logoff
{S2S9-P6YN72YB-2353RFHF},2011-05-01 18:29:00,TDK1689,PC-7593,Logoff
{M1G8-G9SK13BX-8127BRQY},2011-05-01 18:32:00,GJS0160,PC-4170,Logoff
{V0Y5-K9UL86KH-1986NZCT},2011-05-01 18:33:00,BCM3794,PC-7608,Logoff
{U1T9-N0RK56JS-8468AJST},2011-05-01 18:33:00,OKH3777,PC-5467,Logoff
{K6B1-M3WV55LN-3136ZVFF},2011-05-01 18:34:29,MPH0153,PC-8227,Logon
{B9Q4-Z5PK56ON-2565EJGP},2011-05-01 18:37:00,RVV0317,PC-1918,Logoff
{F1Z3-U7MS42GF-4639WCFF},2011-05-01 18:39:00,RCT1697,PC-5770,Logoff
{C5G9-U9GJ74RS-9380TFIO},2011-05-01 18:40:00,BOR2387,PC-2983,Logoff
{K2L4-U9SC94WD-1929RTVM},2011-05-01 18:41:00,ABM3641,PC-7385,Logoff
{Z4K6-Y5CE49XY-0964ICUM},2011-05-01 18:41:00,MTS0465,PC-6836,Logoff
{G8H1-L1JG39MI-6812IATE},2011-05-01 18:42:00,CXM1821,PC-8083,Logoff
{C8S1-B7BJ71UK-2555DEVW},2011-05-01 18:43:00,DFC2060,PC-2360,Logoff
{F5K9-F7TQ97XC-5978NKEY},2011-05-01 18:44:00,BLN0230,PC-0151,Logoff
{Y6H2-H3TB26QV-3861OHWT},2011-05-01 18:45:00,JIR2594,PC-1709,Logoff
{G1W8-Z9DP80TR-6403DSQB},2011-05-01 18:47:00,JSH3019,PC-3455,Logoff
{A8X3-O1DP72YU-9754FTPH},2011-05-01 18:49:00,CPC0724,PC-8032,Logoff
{Y5B6-T9HU55HW-3391XPOJ},2011-05-01 18:51:00,ADP3667,PC-3802,Logoff
{G0C0-C0CX06WG-2433QNMF},2011-05-01 18:58:00,CGG3388,PC-5178,Logoff
{X4U8-I4TD00ME-7870PQWE},2011-05-01 19:01:00,NSR2539,PC-3893,Logoff
{B8L9-Z1EC46NS-3838VFSO},2011-05-01 19:03:00,FHA3387,PC-7770,Logoff
{Z8Y8-Y8PK05TX-0739VSZW},2011-05-01 19:09:00,HMB0805,PC-0242,Logoff
{K2R1-Q0IM08ZQ-1776TCRN},2011-05-01 19:12:00,VCF3273,PC-5191,Logoff
{L0U5-Y6XP74CF-9178TOOU},2011-05-01 19:12:00,VEB3671,PC-1038,Logoff
{G6M3-C1MR15HM-0769CHGH},2011-05-01 19:16:00,ONR3291,PC-9573,Logoff
{N3B2-G4TG32LM-6377XOQX},2011-05-01 19:23:00,AEM0554,PC-0514,Logoff
{S9I7-J7NG29DX-3274SXUZ},2011-05-01 19:27:00,IMC3296,PC-2659,Logoff
{T1P8-Z0NV63LT-1697QQMG},2011-05-01 19:30:00,JEM0546,PC-0308,Logoff
{U1O0-X4BG14EZ-7217QCAI},2011-05-01 19:30:00,XBW2502,PC-7681,Logoff
{B3W1-I0YJ42FF-7115RXMC},2011-05-01 19:31:00,CHM1561,PC-7046,Logoff
{C1T2-X3EU91JR-7777JVWY},2011-05-01 19:34:00,KMR0682,PC-1419,Logoff
{Z5E9-D6EU43RC-0149HMSU},2011-05-01 19:45:00,KNM1154,PC-4927,Logoff
{G2G2-G3YL18MY-8516ZUAS},2011-05-01 19:48:00,GDM3960,PC-7415,Logoff
{P6I0-M1JA72ND-3240XTZM},2011-05-01 19:51:00,LCC1963,PC-1027,Logoff
{K2Q7-J3NB14XZ-9996QFKI},2011-05-01 19:52:00,REC0283,PC-6764,Logoff
{K9L6-F8ZT56IF-6104OTIN},2011-05-01 19:57:00,EDJ1970,PC-1301,Logoff
{X1B7-Q2WG33WI-9506XNSK},2011-05-01 19:59:00,MWG1570,PC-0031,Logoff
{S4A8-A7QS98SU-4016SCPD},2011-05-01 19:59:51,JKC2754,PC-3138,Logoff
{O4W0-H7PU95DU-0314GKUH},2011-05-01 20:00:00,KBG1117,PC-6532,Logoff
{A7H7-U1OZ18GS-0302DDTX},2011-05-01 20:11:00,KPB1123,PC-2997,Logoff
{K5D3-G0JQ84BO-9533HSJE},2011-05-01 20:30:45,ZDC2523,PC-2312,Logoff
{M1Y0-J3YU61MH-5216YKXH},2011-05-01 20:43:00,UMB0055,PC-1021,Logoff
{Y6G8-U1JH35PP-6507ENXC},2011-05-01 23:53:47,ZRM0694,PC-6816,Logon
{C2X5-Z8GC49GR-1238TMFX},2011-05-02 00:00:11,LCS3042,PC-3926,Logon
{R5J0-B4UJ40GT-2740LZUX},2011-05-02 00:00:41,KEF1057,PC-6623,Logon
{S5Q3-X2VN32EP-9391IUTE},2011-05-02 00:01:12,JCB3054,PC-3544,Logon
{B4B8-A4YH63HM-6149HQFZ},2011-05-02 00:01:15,LCS3042,PC-3926,Logoff
{L5Z5-W0CQ68DR-8565JGEB},2011-05-02 00:01:43,LCS3042,PC-2897,Logon
{G9E3-J3JW24OQ-7677MKSZ},2011-05-02 00:03:38,DLM2440,PC-4320,Logon
{Z5Y5-E4XX82AO-4605LGHA},2011-05-02 00:04:01,JGN1767,PC-7596,Logon
{D5L8-H3CV22FT-1020OJXA},2011-05-02 00:04:39,LMG1061,PC-9890,Logon
{Q4H8-J3BN81EE-0087IGKS},2011-05-02 00:05:07,CCB3055,PC-8757,Logon
{R9B0-B4NZ21JE-6536SISR},2011-05-02 00:06:57,ZAP1762,PC-3893,Logon
{M1H1-H1HI62YZ-4355UGLV},2011-05-02 00:07:24,LCS3042,PC-2897,Logoff
{J0W8-D4GB23JF-2446BJEU},2011-05-02 00:08:20,CCB3055,PC-8757,Logoff
{S1M1-I1SB64AT-4616GKSS},2011-05-02 00:08:45,YKW1763,PC-5531,Logon
{H0J3-R9YV01EE-3485JCCG},2011-05-02 00:09:45,JCB3054,PC-3544,Logoff
{A3E2-W2EV77IF-1153ZYAG},2011-05-02 00:10:14,DLM2440,PC-4320,Logoff
{H7Q0-W4NU41SO-4100EFPQ},2011-05-02 00:11:08,JCB3054,PC-2054,Logon
{S7O1-D3TK06XC-5411MNYO},2011-05-02 00:11:33,KEF1057,PC-6623,Logoff
{W8C0-V0XX41FA-6012BPON},2011-05-02 00:12:25,KEF1057,PC-9604,Logon
{E2H0-T1EE11BG-4897MBWK},2011-05-02 00:13:05,YKW1763,PC-5531,Logoff
{Y4L3-Q1YI43WV-1619LZLJ},2011-05-02 00:13:08,KRL0467,PC-9112,Logon
{O9S0-V2PK76WU-6915TLHK},2011-05-02 00:14:32,ZAP1762,PC-3893,Logoff
{P9F6-Q7DP12HN-8441LYOB},2011-05-02 00:14:54,IKC1205,PC-8568,Logon
{F2H8-V9ST09YN-9256XKAL},2011-05-02 00:15:50,JCB3054,PC-2054,Logoff
{R6W3-F0WQ68AK-5309NDEW},2011-05-02 00:17:19,LMG1061,PC-9890,Logoff
{O5N5-K5IS76TY-1813EFDG},2011-05-02 00:17:47,JGN1767,PC-7596,Logoff
{F2Z7-I5WL02YW-2104OHEL},2011-05-02 00:18:49,ZAP1762,PC-3585,Logon
{D4V5-V1QG07YD-9871HNFW},2011-05-02 00:19:15,BBH1056,PC-2507,Logon
{Y6L2-M0MY83MC-4158RBPH},2011-05-02 00:19:52,QJF3038,PC-6708,Logon
{P3B5-P4MM37DA-8713PEHP},2011-05-02 00:20:41,JCB3054,PC-9355,Logon
{D1Y6-P0GC81RI-2962MMTM},2011-05-02 00:22:18,JCB3054,PC-9355,Logoff
{N2G4-J8VH12KJ-5242DPBJ},2011-05-02 00:23:13,DNS1758,PC-6730,Logon
{C1C2-H8QN54SV-2018FUHM},2011-05-02 00:23:55,CCB3055,PC-5624,Logon
{I4T3-D5TU89HC-9702CVRR},2011-05-02 00:25:16,KRL0467,PC-9112,Logoff
{D7K0-M0XS26PQ-5573JEBR},2011-05-02 00:25:35,QJF3038,PC-6708,Logoff
{H1G2-L5UD65ZO-3863EEXF},2011-05-02 00:27:06,CJH2330,PC-1768,Logon
{I3B0-N6NB06RX-4912HCTU},2011-05-02 00:28:29,DMC1766,PC-1334,Logon
{H5E4-Q8AK56FD-1504BTET},2011-05-02 00:28:29,RSV2438,PC-4417,Logon
{D9T2-E6JP07ER-2015VZHQ},2011-05-02 00:31:20,DNS1758,PC-6730,Logoff
{S7N3-F7XE43JO-9909PYIO},2011-05-02 00:31:25,KEF1057,PC-9604,Logoff
{V3J5-M5BA06ST-9665QDPA},2011-05-02 00:31:40,DMC1766,PC-1334,Logoff
{C7A6-C3MR88WE-6121RKWA},2011-05-02 00:32:08,KAP2430,PC-0250,Logon
{M1H5-R3KW55RB-3261SFZW},2011-05-02 00:32:39,CCB3055,PC-5624,Logoff
{B1B9-B9ED75BA-6497EFRN},2011-05-02 00:34:51,BBH1056,PC-2507,Logoff
{C5W9-K6EF78XR-3016FUHI},2011-05-02 00:36:00,RMO2439,PC-4099,Logon
{J4A9-N6GB20HU-7155EQKV},2011-05-02 00:36:03,RSV2438,PC-4417,Logoff
{U7N5-F8LK33UH-6639ANCW},2011-05-02 00:36:52,ZAP1762,PC-3585,Logoff
{L9O1-D1SA81GN-2335YEBB},2011-05-02 00:38:54,SMO0458,PC-7930,Logon
{E3D6-W5PE97KP-2640AMKZ},2011-05-02 00:39:06,LCS3042,PC-0972,Logon
{E0C4-H7SP26DD-4717HYRT},2011-05-02 00:41:55,FZB3046,PC-8439,Logon
{H2Q0-Q1TJ53BK-9146XZSA},2011-05-02 00:42:47,RMO2439,PC-4099,Logoff
{P8Q2-B8PI37JE-8606VEYJ},2011-05-02 00:43:13,RHF0046,PC-3193,Logon
{O7O0-E3ZO82ST-2071BUKO},2011-05-02 00:44:54,BMM0462,PC-9166,Logon
{B3G9-A2JJ89VG-0159HTAO},2011-05-02 00:47:18,LCS3042,PC-0972,Logoff
{C0C7-I2DY58JQ-6745GYDL},2011-05-02 00:48:23,TAM3048,PC-6867,Logon
{C0K7-K8LX07PF-2502QFZH},2011-05-02 00:49:55,KAP2430,PC-0250,Logoff
{B6O3-Z6IX86AO-0066OUNZ},2011-05-02 00:51:06,RIS2436,PC-3210,Logon
{W3N0-U0JR87ZU-8981MBFF},2011-05-02 00:51:39,ZJS1776,PC-6979,Logon
{T8G6-Q4TZ58JU-9816QOEP},2011-05-02 00:52:17,FZB3046,PC-8439,Logoff
{V0H7-U5XN38YT-4719VMCM},2011-05-02 00:52:51,SMO0458,PC-7930,Logoff
{V1K9-U0JK81QS-0223OBDU},2011-05-02 00:54:25,BMM0462,PC-9166,Logoff
{Z3X7-C0LH45SC-3044ZSXX},2011-05-02 00:55:22,TWK1773,PC-6910,Logon
{Z4Q6-W9IZ50PT-1118UGNP},2011-05-02 00:57:06,RHF0046,PC-3193,Logoff
{B7U1-C9FC28RM-3645AMKL},2011-05-02 00:57:25,KAP2430,PC-3872,Logon
{D0W1-G4QW22KX-7094OZNE},2011-05-02 00:58:33,KAC1774,PC-9296,Logon
{G8H5-H7EH92MS-9880CFPM},2011-05-02 00:59:32,ZJS1776,PC-6979,Logoff
{W4F5-B0GH78KF-8722EUGS},2011-05-02 01:00:09,KAC1774,PC-9296,Logoff
{Y6O5-D3UH97EB-9022KTBG},2011-05-02 01:00:54,TAM3048,PC-6867,Logoff
{I9N0-M1IN44ZU-0492SXAZ},2011-05-02 01:02:02,CRC0348,PC-9798,Logon
{B1F0-O1ID99EP-8956KMEN},2011-05-02 01:02:32,KAP2430,PC-3872,Logoff
{X7B6-B6FV49ZO-6542OCXW},2011-05-02 01:06:59,KAP2430,PC-1845,Logon
{Z2W5-N7SH53AQ-9510YSBT},2011-05-02 01:07:10,RIS2436,PC-3210,Logoff
{V8M7-R4QG23SB-2055LSPH},2011-05-02 01:07:38,SHM2429,PC-2572,Logon
{E6X5-E4DB21HC-8171PFBH},2011-05-02 01:08:51,AVP3044,PC-6517,Logon
